A,X1,X2,Y
1.0,1.2586618119467714,0.883042912759679,1.0
1.0,1.295013838653713,1.0118043411615654,1.0
1.0,1.209354459814432,0.991386780992611,1.0
1.0,1.1991050339612739,1.0300366643732504,1.0
1.0,1.4821033182059629,0.7807082706466383,0.0
1.0,1.302418977357658,0.8686276509327568,1.0
1.0,1.1667351841688869,1.0451565079690452,1.0
1.0,1.2541841276528793,1.0352627643727208,1.0
1.0,1.209704504305018,1.0859519149410979,1.0
1.0,1.2384380609202823,0.9761793379704226,1.0
1.0,1.1545137008197819,1.0844064847099257,1.0
1.0,1.1359183687684238,0.9912508965305229,1.0
1.0,1.269439755714381,0.9764511117130603,1.0
1.0,1.158385384364637,1.0955577905048344,1.0
1.0,1.082230798122852,1.0620724553361462,1.0
1.0,1.0235445115189201,1.087882013523252,1.0
1.0,1.1935220554179615,1.2058634252634228,1.0
1.0,1.1946440905014628,0.9295399885681486,1.0
1.0,1.1308793639073582,1.0578268529005532,1.0
1.0,0.9775134931694585,0.8525751546091217,1.0
1.0,1.2406266553806469,0.7013463737306818,1.0
1.0,1.2281496646927819,0.8888332256967659,1.0
1.0,1.1949746459498738,0.9646544570546398,1.0
1.0,1.0328034052233732,0.845013603109052,1.0
1.0,1.2273084637117064,1.1638870491269013,1.0
1.0,1.0805147753090745,1.0792641349703405,1.0
1.0,1.3700280684810382,0.9127151146357216,0.0
1.0,1.1818466220909294,0.8913138053689111,1.0
1.0,1.2891735014670822,0.9767563990657933,1.0
1.0,1.2197136290339836,0.9977859629786183,1.0
1.0,1.3308235262694121,0.9922700107248434,1.0
1.0,1.1228114885750093,1.0835085535222186,1.0
1.0,1.2407674129674187,1.066229424294116,1.0
1.0,1.3363718730572625,0.9574965401777402,1.0
1.0,1.1878338287434653,0.9539601374805208,1.0
1.0,1.0938120568867609,0.787041745338408,1.0
1.0,1.2062065527206591,1.114711183132529,1.0
1.0,1.016327662225604,1.045999468913518,1.0
1.0,1.064572097777299,1.026305100203918,1.0
1.0,1.1517349593720365,0.9942214505141287,1.0
1.0,1.0687996350620292,1.0630379604283433,1.0
1.0,1.243580007061234,0.9558761572542832,1.0
1.0,1.3049839121236337,0.8700520852758934,1.0
1.0,1.1601205994655115,1.057201935300721,1.0
1.0,1.44399442229597,1.0122845633670634,0.0
1.0,1.2473986451655517,1.1186815545871995,1.0
1.0,1.2853106467516422,1.0197205028735792,1.0
1.0,1.330740708695638,0.9944171007359227,1.0
1.0,1.2489595907638762,1.0427567912387679,1.0
1.0,1.1865272698497236,0.8762463292689934,1.0
1.0,1.2336344210760566,0.821778112336095,1.0
1.0,1.1278656925882642,0.8426696283667771,1.0
1.0,1.3680092980461924,0.9963770514864557,0.0
1.0,1.2234651225288449,0.9700888432477367,1.0
1.0,1.111450726618685,1.0672433491995852,1.0
1.0,1.2490305518931777,1.0576785977790266,1.0
1.0,1.2520751978178861,1.0157145821581959,1.0
1.0,1.1267760177875803,0.8822362090301348,1.0
1.0,1.4211894087050578,0.8291273106818364,0.0
1.0,1.026175296870651,1.1422830948164795,1.0
1.0,1.051930232018148,0.9522711548862937,1.0
1.0,1.2239524535522013,1.058062267974465,1.0
1.0,1.1935478180317096,1.08188350385092,1.0
1.0,1.3639180284298065,0.9791345075173464,0.0
1.0,1.1901678319123934,0.9970326216557955,1.0
1.0,1.1607638522844657,1.0522253319773058,1.0
1.0,1.1814954751644868,0.8861958012541491,1.0
1.0,1.316998388569774,0.9072736578362298,1.0
