A,X1,X2,Y
1.0,1.1178758469440737,0.7957652812935112,1.0
1.0,1.1957461428749319,0.9025990222686896,1.0
1.0,1.088068119306652,0.9629183822843922,1.0
1.0,1.1976540680864836,0.7752703220375183,1.0
1.0,1.1039879427525976,1.093239265053323,1.0
1.0,1.220658815014202,0.9432451818273261,1.0
1.0,1.0755900755163843,0.9263196732058304,1.0
1.0,1.2705947574253442,1.0627152429047007,1.0
1.0,1.1891702238724833,1.088964864608258,1.0
1.0,1.1368411959794824,0.9124234506412738,1.0
1.0,1.2613533882137244,0.6758831531370304,1.0
1.0,1.253672217572009,0.8965810334116581,1.0
1.0,1.163727574580158,0.8401996459709894,1.0
1.0,1.127564241505266,0.9804972332532133,1.0
1.0,1.1421498372542185,1.1428650449537248,1.0
1.0,1.3282384833947207,1.0461542479339714,0.0
1.0,0.9946229956244352,1.0452589263373078,1.0
1.0,1.162288348953353,0.9963316579191698,1.0
1.0,1.2997621433319684,1.0060692321455373,1.0
1.0,1.1939182472196692,1.16467813279671,1.0
1.0,1.0710847178858893,0.9105345135236138,1.0
1.0,1.2534256005521427,0.8891452990456479,1.0
1.0,1.240178623460864,0.9473238077260067,1.0
1.0,1.2986799801423758,1.1699782571816941,0.0
1.0,1.228455701151094,1.0516719694087688,1.0
1.0,1.0228165974612908,0.9893572111467687,1.0
1.0,1.279603298926053,0.8727269842405534,1.0
1.0,1.124379096968605,0.9787112591945781,1.0
1.0,1.3339115711209832,1.0708032505837497,0.0
1.0,1.2042880298724095,0.8729266008504254,1.0
1.0,1.3225283733031383,0.9787002598627446,1.0
1.0,1.1225892079266917,0.8908600709766425,1.0
1.0,1.1446206923645532,1.0490896862869215,1.0
1.0,1.2068468037883695,0.9714417042950476,1.0
1.0,1.0756721075433187,0.9011378948054931,1.0
1.0,1.3434982434741012,0.878046576842106,1.0
1.0,1.3117486138178662,1.0585154744598304,1.0
1.0,1.0106177378557835,0.973325036338022,1.0
1.0,1.3167367203305758,0.9344952151781579,1.0
1.0,1.1895536880639344,1.0145260533238887,1.0
1.0,1.2780886223492307,0.9443883707449213,1.0
1.0,1.3699919020762428,1.0159189005651348,0.0
1.0,1.126037111187653,0.9960127755627888,1.0
1.0,1.3969498708473418,1.0048076632920546,0.0
1.0,1.1992465855715109,0.946300633822369,1.0
1.0,1.1745148924923017,0.9741091235648196,1.0
1.0,1.2735000315593947,0.8269116022433632,1.0
1.0,1.0727252019334883,0.9618490986109564,1.0
1.0,1.306996798317789,0.9192134832243792,1.0
1.0,1.2860710514610418,0.8054540699137565,1.0
1.0,1.192396669593984,1.072749304309883,1.0
1.0,1.3064310800552696,0.9937564298356092,1.0
1.0,1.31069194680835,1.1291826133172662,0.0
1.0,1.2449903664287567,0.9484155872745699,1.0
1.0,0.9457592377813353,0.9235268369384422,1.0
1.0,1.1589251932299427,0.9436999497512328,1.0
1.0,1.2537534908472459,1.0761273860544631,1.0
1.0,1.1423999196253054,1.1092423372290454,1.0
1.0,1.2378134972086816,0.9613610607569225,1.0
1.0,1.2289772057727373,0.8812433543733105,1.0
1.0,1.2416946442132621,1.1059171964360432,1.0
1.0,1.18254543258467,0.9807123904221433,1.0
1.0,1.195668119329281,1.075995809152637,1.0
1.0,1.1992972329215357,0.9355553038195971,1.0
1.0,1.1489280085887874,1.1682654615595394,1.0
1.0,1.1576010434525097,0.9792477376613726,1.0
1.0,1.4406472063146532,1.0702455937923423,0.0
1.0,1.1131455273103117,1.0692741904828695,1.0
1.0,1.1865848963781431,1.0170129682049613,1.0
1.0,1.315419391387206,0.8135704867290814,1.0
1.0,0.9235505895044065,0.9671807209295364,1.0
1.0,1.0653852492257978,0.7959443786719563,1.0
1.0,1.1500219538732692,1.0442505921616176,1.0
1.0,1.0842525017828573,0.9126538114559908,1.0
1.0,1.1316401835986418,0.7977867756281821,1.0
1.0,1.3149135901657265,1.256104872496653,0.0
1.0,1.2339916762882701,1.0203881500266947,1.0
