A,X1,X2,Y
1.0,1.1595983365423255,0.8483837836348037,1.0
1.0,1.241195177082448,0.9293624314318436,1.0
1.0,1.3614111894587144,0.9080834041773852,1.0
1.0,1.1570356651653013,1.0311068132323442,1.0
1.0,1.1903029802761473,1.0623042195617962,1.0
1.0,1.21084641846143,0.9338026588075625,1.0
1.0,1.2021851690361751,0.978165574455215,1.0
1.0,1.1915545688741074,0.9767234248462191,1.0
1.0,1.2956719482850996,1.0305976784312003,1.0
1.0,1.257758444205909,0.9429690294704618,1.0
1.0,1.179158399874753,1.1091957783912247,1.0
1.0,1.1610295430285342,0.8949193980355497,1.0
1.0,1.219497332631408,0.9798826945083418,1.0
1.0,1.4476777669020873,1.0743368567263327,0.0
1.0,1.2386033533182428,1.0222268199211288,1.0
1.0,1.239829798486013,0.8730267452044441,1.0
1.0,1.1720612659520613,0.8859864179280847,1.0
1.0,1.4069811457485666,1.1043570733472565,0.0
1.0,1.216173532993359,1.088863898107376,1.0
1.0,1.1211019199942052,0.8737318269744436,1.0
1.0,1.2255880957586005,0.9885070009631522,1.0
1.0,1.2817753222808372,1.0330034713082312,1.0
1.0,1.1545588794018642,1.0401927563290874,1.0
1.0,1.2854237901216838,0.8040372867404866,1.0
1.0,1.4597238710666907,1.0619758682461378,0.0
1.0,1.1759720505036177,1.000026658288991,1.0
1.0,1.1867889486049281,1.0920526602076774,1.0
1.0,1.17599538769913,1.08652947427902,1.0
1.0,1.2440127390958873,1.1713725755367015,1.0
1.0,1.2280052887609365,1.0310188746825746,1.0
1.0,1.1825553869403027,1.0167500426382017,1.0
1.0,1.253963808637614,1.0099311406692433,1.0
1.0,1.184893600768914,1.0552935545032045,1.0
1.0,1.1131746047852937,0.9510473815693752,1.0
1.0,1.2866947066547387,1.0543593236957252,1.0
1.0,1.237195500632937,1.0561461251666302,1.0
1.0,1.1986774473179085,0.873534235282412,1.0
1.0,1.3230159061567557,1.0254809529633555,1.0
1.0,1.1820149915256217,1.1769776300629473,1.0
1.0,1.1963022249430852,0.9021425059385973,1.0
1.0,1.2225301878088841,1.0853040139354226,1.0
1.0,1.240775109878112,0.9910742338592581,1.0
1.0,1.206211595339315,1.0897749331442184,1.0
1.0,0.9635150500222363,0.9957320738904286,1.0
1.0,1.2818897335222024,0.8582302640453321,1.0
1.0,1.1527115212739054,1.0840168007984905,1.0
1.0,1.142459620611229,0.8815443697870876,1.0
1.0,1.3634871594435904,1.083415930610374,0.0
1.0,1.07311843873503,1.0321298774125494,1.0
1.0,1.1463249481392517,1.0110774401132545,1.0
1.0,1.1343150910112858,0.8872788094841454,1.0
1.0,1.1667200108648355,1.0663995706329414,1.0
1.0,1.2235692968658614,0.9459900548750263,1.0
1.0,1.2001292818221594,0.9684447808467794,1.0
1.0,1.3616572303390573,0.94170238880104,0.0
1.0,1.333184049914598,1.1261780388390021,0.0
1.0,1.2483022402560602,0.9434049054149239,1.0
1.0,1.1528664448683896,1.0953070667373723,1.0
1.0,1.0939957262448237,1.0891221734332674,1.0
1.0,1.2709993767497756,1.233091492588162,0.0
1.0,1.188253330993024,1.1036360684849302,1.0
1.0,1.3002834855250147,1.0154925916039497,1.0
1.0,1.1858871389594756,0.9952261288064839,1.0
1.0,1.1575806403930216,0.8911117298255335,1.0
1.0,1.2772192434769176,0.9668506817359234,1.0
1.0,1.113450194806698,1.191488037496584,1.0
1.0,1.2497661636141715,1.0911187396586286,1.0
1.0,1.0795686400482876,0.9286634912448218,1.0
1.0,1.1252758446437379,0.9330029536815199,1.0
1.0,1.3424788564303656,1.1957903081695958,0.0
1.0,1.1677671359841293,0.939548042933494,1.0
1.0,1.1549017627709877,1.1465385757864506,1.0
1.0,1.1389209102479643,1.0804474284938452,1.0
1.0,1.3237794784055528,1.0497151605332136,0.0
1.0,1.079395704492195,1.0282572708678706,1.0
1.0,1.2569507103010944,1.0782526882655057,1.0
1.0,1.3153537075262376,0.8260261515149598,1.0
1.0,1.1456140609380332,0.682843448009758,1.0
1.0,1.131110045589956,0.9844674699313554,1.0
1.0,1.3636382066244377,0.8837802452920309,1.0
1.0,1.3005944276905412,1.0689268675743173,1.0
1.0,1.1240114317862688,0.780892329470925,1.0
1.0,1.0849246094213525,0.9528494810047577,1.0
1.0,1.1789187460253499,0.9465542739283336,1.0
1.0,1.1210500753764205,1.039860494711422,1.0
1.0,1.0602158133003428,0.9126422508323035,1.0
1.0,1.3977539744720668,1.0526868428627465,0.0
1.0,1.2297891429057106,0.9782900687216767,1.0
1.0,1.221330630469361,0.8984918129891817,1.0
1.0,1.1069870598448472,0.9212610981454787,1.0
1.0,1.0201039349908534,0.9703271947178731,1.0
1.0,1.2549023648380384,1.0114042204611462,1.0
1.0,1.2776903767961265,0.9475720088928768,1.0
1.0,1.1290147089732865,1.0521827942448516,1.0
